"numero_dpe","date_etablissement_dpe","etiquette_dpe","type_batiment","periode_construction","surface_habitable_logement","classe_inertie_batiment","adresse_ban","code_postal_ban","code_insee_ban","code_region_ban","code_departement_ban","coordonnee_cartographique_x_ban","coordonnee_cartographique_y_ban","deperditions_enveloppe","qualite_isolation_enveloppe","conso_5_usages_ep","conso_5_usages_par_m2_ep","type_energie_n1","cout_total_5_usages","type_energie_principale_chauffage","_score"
"2226E2985672P","2022-12-08","C","appartement",NA,47.1,"Moyenne","54 Place Jean Jaurès 26100 Romans-sur-Isère","26100","26281","84","26",861495.32,6440625.35,58.5,"très bonne",7808.4,165,"Électricité",637.2,"Électricité",NA
"2226E2986762N","2022-12-08","F","appartement",NA,68.9,"Très lourde","2 Rue Victor Boiron 26100 Romans-sur-Isère","26100","26281","84","26",860460.53,6440757.54,375,"insuffisante",24302.1,352,"Gaz naturel",1861.5,"Gaz naturel",NA
"2226E3086256F","2022-12-18","D","appartement",NA,32.3,"Légère","9 Chemin des Alexis 26200 Montélimar","26200","26198","84","26",839371.38,6385706.12,110,"bonne",6244.8,193,"Électricité",534.1,"Électricité",NA
"2226E3163462R","2022-12-26","C","appartement",NA,44.3,"Légère","15 Rue Paul Painlevé 26000 Valence","26000","26362","84","26",850296.23,6427253.91,63.7,"insuffisante",5136.4,115,"Électricité",369.6,"Électricité",NA
"2226E2968828T","2022-12-07","D","maison",NA,89,"Légère","6 Passage des Bayards 26600 Beaumont-Monteux","26600","26038","84","26",851242.97,6437385.68,232,"bonne",22221.8,249,"Électricité",1480.9,"Électricité",NA
"2226E2936694V","2022-12-05","E","appartement",NA,43,"Moyenne","6 Rue du Medecin General Simond 26000 Valence","26000","26362","84","26",848416.18,6425495.9,9497.2,"insuffisante",12944.8,301,"Gaz naturel",1111.1,"Gaz naturel",NA
"2226E3027916J","2022-12-12","E","appartement",NA,43,"Moyenne","6 Rue du Medecin General Simond 26000 Valence","26000","26362","84","26",848416.18,6425495.9,9497.2,"insuffisante",13459.3,313,"Gaz naturel",1145.8,"Gaz naturel",NA
"2226E3043232L","2022-12-13","C","appartement",NA,80,"Légère","25 Rue Arthur Rimbaud 26200 Montélimar","26200","26198","84","26",838388.45,6384503.37,194.6,"insuffisante",13467.3,168.3,"Gaz naturel",1077,"Gaz naturel",NA
"2226E2918918D","2022-12-04","C","appartement",NA,86,"Très lourde","1 Rue d'Aldridge 26200 Montélimar","26200","26198","84","26",838351.4,6384698.77,4422.6,"insuffisante",13333,155,"Gaz naturel",986.4,"Gaz naturel",NA
"2226E3064784J","2022-12-15","D","maison",NA,188.2,"Très lourde","327 Chemin du Jas 26110 Saint-Maurice-sur-Eygues","26110","26317","84","26",860738.76,6357349.93,825.9,"insuffisante",45203.9,240,"Fioul domestique",3379.9,"Fioul domestique",NA
"2226E2936693U","2022-12-05","F","appartement",NA,63,"Moyenne","6 Rue du Medecin General Simond 26000 Valence","26000","26362","84","26",848416.18,6425495.9,9497.2,"insuffisante",23085.2,366,"Gaz naturel",1799.9,"Gaz naturel",NA
"2226E2948046L","2022-12-06","E","appartement",NA,60.2,"Lourde","45 Rue des Anciens Combattants d'Afrique du Nord 26290 Donzère","26290","26116","84","26",836075.62,6372675.44,181.8,"insuffisante",13957.7,232,"Réseau de Chauffage urbain",1178.6,"Réseau de Chauffage urbain",NA
"2226E3148288B","2022-12-25","F","maison",NA,89.7,"Légère","13 Rue Fabre d’Olivet 26130 Saint-Paul-Trois-Châteaux","26130","26324","84","26",841039.75,6363104.58,313,"insuffisante",31103.5,346.7,"Électricité",2222,"Électricité",NA
"2226E3091312R","2022-12-19","E","maison",NA,92,"Lourde","30 Rue des Aires 26470 La Motte-Chalancon","26470","26215","84","26",889167,6379217.06,205.4,"moyenne",19057.6,207.1,"Fioul domestique",1771,"Fioul domestique",NA
"2226E3085089I","2022-12-18","C","appartement",NA,63.9,"Moyenne","16b Rue Paul Verlaine 26800 Portes-lès-Valence","26800","26252","84","26",848920.96,6421523.24,90.9,"bonne",10493.2,164,"Électricité",816.4,"Électricité",NA
"2226E2984806H","2022-12-08","C","appartement",NA,56,"Légère","21 Rue des freres lumiere 26250 Livron-sur-Drôme","26250","26165","84","26",844638.65,6410912.19,106.2,"bonne",7682.2,137.1,"Électricité",628,"Électricité",NA
"2226E3027985A","2022-12-12","E","appartement",NA,49,"Moyenne","6 Rue du Medecin General Simond 26000 Valence","26000","26362","84","26",848416.18,6425495.9,9497.2,"insuffisante",12263.5,250,"Gaz naturel",1066.5,"Gaz naturel",NA
"2226E2936699A","2022-12-05","E","appartement",NA,49,"Moyenne","6 Rue du Medecin General Simond 26000 Valence","26000","26362","84","26",848416.18,6425495.9,9497.2,"insuffisante",11311.9,230,"Gaz naturel",1002.3,"Gaz naturel",NA
"2226E3067537G","2022-12-15","C","appartement",NA,58.2,"Légère","6 Avenue du Vercors 26120 Malissard","26120","26170","84","26",854421.26,6424325.52,90.9,"bonne",5345.6,91,"Gaz naturel",608.1,"Gaz naturel",NA
"2226E3011862X","2022-12-11","C","appartement",NA,84,"Légère","5 Rue Gabriel Péri 26300 Bourg-de-Péage","26300","26057","84","26",861128.9,6439736.15,78.9,"très bonne",11793.1,140,"Électricité",900.8,"Électricité",NA
"2226E3049911I","2022-12-14","C","appartement",NA,78.8,"Légère","4 Impasse Frédéric Chopin 26290 Donzère","26290","26116","84","26",836283.41,6372395.49,98.8,"bonne",8431.4,106,"Gaz naturel",878,"Gaz naturel",NA
"2226E3033456L","2022-12-13","D","appartement",NA,47,"Moyenne","103 Rue des Violettes 26740 Sauzet","26740","26338","84","26",844339.47,6391000.48,132.2,"insuffisante",11222.5,238,"Électricité",862.5,"Électricité",NA
"2226E2936635O","2022-12-05","C","appartement",NA,52.7,"Moyenne","88 Avenue Victor Hugo 26000 Valence","26000","26362","84","26",849040.01,6427055.96,873,"très bonne",3942,74,"Gaz naturel",426.2,"Gaz naturel",NA
"2226E2981485O","2022-12-08","D","appartement",NA,48,"Moyenne","2 Rue Yvonne Grouiller 26200 Montélimar","26200","26198","84","26",837042.63,6385527.46,100.2,"insuffisante",9286.8,193.4,"Gaz naturel",732,"Gaz naturel",NA
"2226E3087588L","2022-12-18","E","appartement",NA,110.4,"Lourde","6 Rue des Docteurs lâ€ et F Thiers 26400 Crest","26400","26108","84","26",859941.7,6405458.36,415.3,"insuffisante",32417.3,293,"Bois – Granulés (pellets) ou briquettes",2048,"Bois – Granulés (pellets) ou briquettes",NA
"2226E2908614V","2022-12-01","C","appartement",NA,34.8,"Légère","24 Avenue Saint Didier 26200 Montélimar","26200","26198","84","26",838920.13,6385003.89,39.5,"très bonne",5807.9,166,"Électricité",505.2,"Électricité",NA
"2226E2953700X","2022-12-06","D","appartement",NA,86,"Lourde","8 Rue Chanteclair 26500 Bourg-lès-Valence","26500","26058","84","26",849606.21,6429299.96,177.3,"insuffisante",18207.6,211,"Électricité",1339.6,"Électricité",NA
"2226E3069446R","2022-12-15","C","appartement",NA,70,"Légère","13ter Avenue Charles de Gaulle 26200 Montélimar","26200","26198","84","26",838772,6385831.04,106.4,"bonne",10700.7,152,"Électricité",828.1,"Électricité",NA
"2226E2943269S","2022-12-05","D","appartement",NA,47,"Légère","12 Rue Pompery 26500 Bourg-lès-Valence","26500","26058","84","26",849075.63,6428169.25,78.9,"insuffisante",10353.1,220,"Électricité",805.1,"Électricité",NA
"2226E2934901W","2022-12-05","D","appartement",NA,61,"Moyenne","11 Rue Jules Michelet 26200 Montélimar","26200","26198","84","26",837180.2,6385782.79,127.7,"insuffisante",9378.8,153.7,"Gaz naturel",933,"Gaz naturel",NA
"2226E3167316X","2022-12-27","D","immeuble",NA,NA,"Lourde","1 Allee Parmentier 26200 Montélimar","26200","26198","84","26",837249.66,6386002.53,12529.2,"insuffisante",971952.9,181.9,"Gaz naturel",70105,"Gaz naturel",NA
"2226E2970818H","2022-12-07","D","appartement",NA,40.5,"Légère","540 Chemin de la Joyeuse 26750 Saint-Paul-lès-Romans","26750","26323","84","26",867558.8,6442994.94,61.4,"très bonne",8200.5,202,"Électricité",663.1,"Électricité",NA
"2226E3000654V","2022-12-11","C","appartement",NA,74,"Très lourde","3 Boulevard Gambetta 26200 Montélimar","26200","26198","84","26",836765.86,6385453.75,93.5,"moyenne",6582.5,88.9,"Réseau de Chauffage urbain",570,"Réseau de Chauffage urbain",NA
"2226E3144799W","2022-12-23","D","appartement",NA,54.5,"Moyenne","143 Avenue de Chabeuil 26000 Valence","26000","26362","84","26",850381.88,6427462.07,132,"bonne",12161.7,223,"Gaz naturel",1129.4,"Gaz naturel",NA
"2226E3071055O","2022-12-15","C","appartement",NA,92.9,"Très lourde","41 Avenue Jean Moulin 26500 Bourg-lès-Valence","26500","26058","84","26",849797.03,6429914.26,129.7,"insuffisante",10812,116,"Gaz naturel",748.5,"Gaz naturel",NA
"2226E3003218L","2022-12-11","F","appartement",NA,43,"Très lourde","6 Rue Jean Mermoz 26000 Valence","26000","26362","84","26",850172.38,6428393.69,16974.4,"insuffisante",12766.5,296,"Réseau de Chauffage urbain",1063.4,"Réseau de Chauffage urbain",NA
"2226E3027969K","2022-12-12","E","appartement",NA,49,"Moyenne","6 Rue du Medecin General Simond 26000 Valence","26000","26362","84","26",848416.18,6425495.9,9497.2,"insuffisante",12263.5,250,"Gaz naturel",1066.5,"Gaz naturel",NA
"2226E3083103Y","2022-12-18","D","maison",NA,143.7,"Légère","1240 Route des Jacquiers 26140 Anneyron","26140","26010","84","26",846630.47,6464232.55,319.8,"bonne",30815.5,214,"Bois – Bûches",1373.8,"Bois – Bûches",NA
"2226E2994799Q","2022-12-10","C","maison",NA,49.4,"Moyenne","6 Rue Sainte Ursule 26000 Valence","26000","26362","84","26",849210.94,6427995.96,108.9,"très bonne",6859.8,138,"Gaz naturel",730.7,"Gaz naturel",NA
"2226E3172011M","2022-12-27","D","appartement",NA,57,"Moyenne","6 Avenue de l'Yser 26000 Valence","26000","26362","84","26",850392.08,6428210.01,2954.9,"insuffisante",9682.5,169,"Gaz naturel",907.6,"Gaz naturel",NA
"2226E3010540B","2022-12-11","D","appartement",NA,92.6,"Moyenne","11 Rue du Jeu de Paume 26300 Bourg-de-Péage","26300","26057","84","26",861365.3,6440069.69,235.4,"moyenne",13991.5,151,"Gaz naturel",1258.4,"Gaz naturel",NA
"2226E3003085I","2022-12-11","D","appartement",NA,73,"Très lourde","6 Rue Jean Mermoz 26000 Valence","26000","26362","84","26",850172.38,6428393.69,16974.4,"insuffisante",14430.9,197,"Réseau de Chauffage urbain",1213,"Réseau de Chauffage urbain",NA
"2226E3074918D","2022-12-16","C","maison",NA,155.9,"Légère","3 Rue Adolphe Thiers 26000 Valence","26000","26362","84","26",850211.23,6427220.98,506.1,"moyenne",25019,160,"Gaz naturel",1817.8,"Gaz naturel",NA
"2226E3104919A","2022-12-19","E","appartement",NA,55.6,"Très lourde","10 Rue Pierre Corneille 26000 Valence","26000","26362","84","26",848994.39,6426260.85,125.3,"insuffisante",13895,249,"Gaz naturel",903.8,"Gaz naturel",NA
"2226E3009702V","2022-12-11","D","maison",NA,91.2,"Légère","1 Lotissement les Abricotiers 26140 Saint-Rambert-d'Albon","26140","26325","84","26",843563.21,6467324,173.4,"très bonne",19528.1,214,"Électricité",1430,"Électricité",NA
"2226E3069056R","2022-12-15","D","maison",NA,95,"Légère","28 Avenue Lamartine 26200 Montélimar","26200","26198","84","26",836960.88,6385461.67,287.4,"moyenne",22234.3,234,"Gaz naturel",1811.4,"Gaz naturel",NA
"2226E2965866V","2022-12-07","E","appartement",NA,54.3,"Moyenne","2 Avenue Désiré Valette 26240 Saint-Vallier","26240","26333","84","26",842513.72,6454742.69,167.4,"insuffisante",13546.7,249,"Gaz naturel",1161,"Gaz naturel",NA
"2226E3084317Q","2022-12-18","D","appartement",NA,55,"Lourde","6 Rue du Président Wilson 26240 Saint-Vallier","26240","26333","84","26",842475.9,6454832.7,86.9,"bonne",11030.6,200,"Électricité",849.8,"Électricité",NA
"2226E2936751A","2022-12-05","E","appartement",NA,49,"Moyenne","6 Rue du Medecin General Simond 26000 Valence","26000","26362","84","26",848416.18,6425495.9,9497.2,"insuffisante",11311.9,230,"Gaz naturel",1002.3,"Gaz naturel",NA
"2226E2936738N","2022-12-05","E","appartement",NA,49,"Moyenne","6 Rue du Medecin General Simond 26000 Valence","26000","26362","84","26",848416.18,6425495.9,9497.2,"insuffisante",11311.9,230,"Gaz naturel",1002.3,"Gaz naturel",NA
"2226E3095087W","2022-12-19","C","appartement",NA,45.8,"Légère","26 Rue de l'Armillerie 26100 Romans-sur-Isère","26100","26281","84","26",861331.1,6440367.67,43.8,"insuffisante",6305.6,137,"Électricité",538.1,"Électricité",NA
"2226E3150568T","2022-12-25","G","appartement",NA,45,"Légère","4 Quai Chopin 26100 Romans-sur-Isère","26100","26281","84","26",861813.19,6440181.11,4338.9,"insuffisante",19680.4,437,"Gaz naturel",1559.5,"Gaz naturel",NA
"2226E2960231C","2022-12-07","E","appartement",NA,65,"Moyenne","6 Allée Pierre de Marivaux 26000 Valence","26000","26362","84","26",848498.21,6425624.62,310.2,"insuffisante",18592,286,"Gaz naturel",1549.5,"Gaz naturel",NA
"2226E2900887Q","2022-12-01","C","maison",NA,138,"Moyenne","133 Route des Condamines 26230 Colonzelle","26230","26099","84","26",851347.18,6367598.4,240,"très bonne",21008,152,"Électricité",1531.2,"Électricité",NA
"2226E2900861Q","2022-12-01","G","appartement",NA,40.9,"Lourde","80 Avenue Jean Jaurès 26240 Saint-Vallier","26240","26333","84","26",842473.78,6455465.08,193,"insuffisante",21931.9,536,"Électricité",1594.4,"Électricité",NA
"2226E2936624D","2022-12-05","C","appartement",NA,52.7,"Moyenne","88 Avenue Victor Hugo 26000 Valence","26000","26362","84","26",849040.01,6427055.96,873,"très bonne",3942,74,"Gaz naturel",426.2,"Gaz naturel",NA
"2226E3130119G","2022-12-21","E","appartement",NA,32.9,"Moyenne","135c Impasse de la Bediniere 26300 Chatuzange-le-Goubet","26300","26088","84","26",866318.3,6437441.55,84.1,"moyenne",10589.5,322,"Électricité",820.7,"Électricité",NA
"2226E2981121O","2022-12-08","D","appartement",NA,81,"Moyenne","2 Rue Yvonne Grouiller 26200 Montélimar","26200","26198","84","26",837042.63,6385527.46,169,"insuffisante",14818.4,182.9,"Gaz naturel",1089,"Gaz naturel",NA
"2226E3020330P","2022-12-12","D","appartement",NA,32.1,"Lourde","29 Avenue Henri Rochier 26110 Nyons","26110","26220","84","26",870325.15,6364784.24,59.6,"très bonne",6453.2,200,"Électricité",547.8,"Électricité",NA
"2226E3027087M","2022-12-12","C","maison",NA,100,"Légère","4 Rue des Muguets 26200 Montélimar","26200","26198","84","26",837872.59,6385190.66,224.4,"très bonne",15556.4,155,"Gaz naturel",1382.5,"Gaz naturel",NA
"2226E3013447W","2022-12-12","E","maison",NA,117.3,"Légère","8 Allée des Acacias 26600 La Roche-de-Glun","26600","26271","84","26",845563.58,6436271.28,335.7,"bonne",34979.3,298,"Électricité",2220.1,"Électricité",NA
"2226E3096838F","2022-12-19","F","appartement",NA,120.7,"Légère","2 Boulevard du Cire 26000 Valence","26000","26362","84","26",849341.08,6428238.83,570.9,"insuffisante",42037.4,348,"Gaz naturel",3103.1,"Gaz naturel",NA
"2226E2981202R","2022-12-08","D","appartement",NA,69,"Moyenne","4 Rue Yvonne Grouiller 26200 Montélimar","26200","26198","84","26",837011.78,6385593.78,144,"insuffisante",12575.9,182.2,"Gaz naturel",943,"Gaz naturel",NA
"2226E3003350N","2022-12-11","D","appartement",NA,69,"Très lourde","6 Rue Jean Mermoz 26000 Valence","26000","26362","84","26",850172.38,6428393.69,16974.4,"insuffisante",13674.4,198,"Réseau de Chauffage urbain",1151.4,"Réseau de Chauffage urbain",NA
"2226E3027992H","2022-12-12","E","appartement",NA,50,"Moyenne","6 Rue du Medecin General Simond 26000 Valence","26000","26362","84","26",848416.18,6425495.9,9497.2,"insuffisante",15573.5,311,"Gaz naturel",1290,"Gaz naturel",NA
"2226E2936618X","2022-12-05","C","immeuble",NA,NA,"Moyenne","88 Avenue Victor Hugo 26000 Valence","26000","26362","84","26",849040.01,6427055.96,873,"très bonne",67242.2,81,"Gaz naturel",7300.8,"Gaz naturel",NA
"2226E2997279A","2022-12-11","G","appartement",NA,55.1,"Légère","3 Rue de la Republique 26100 Romans-sur-Isère","26100","26281","84","26",861525.36,6440654.35,369.7,"insuffisante",29093.3,528,"Gaz naturel",1979.6,"Gaz naturel",NA
"2226E2997991K","2022-12-11","C","appartement",NA,87,"Très lourde","1 Boulevard Gambetta 26200 Montélimar","26200","26198","84","26",836768.32,6385475.91,109.9,"moyenne",7477.3,85.9,"Réseau de Chauffage urbain",647,"Réseau de Chauffage urbain",NA
"2226E3166635S","2022-12-27","C","appartement",NA,65,"Moyenne","2 Allée Pierre de Marivaux 26000 Valence","26000","26362","84","26",848507.2,6425648.28,116,"insuffisante",8528,131,"Gaz naturel",840.5,"Gaz naturel",NA
"2226E3184524T","2022-12-28","D","maison",NA,86,"Moyenne","9 Place Eugénie Cotton 26200 Montélimar","26200","26198","84","26",836575.07,6385076.6,247.3,"insuffisante",13877.4,161.3,"Gaz naturel",1186,"Gaz naturel",NA
"2226E3088546H","2022-12-18","D","appartement",NA,48.6,"Légère","1 Place Saint-Romain 26140 Albon","26140","26002","84","26",845110.33,6462372.67,83.6,"très bonne",9729.2,200,"Électricité",764,"Électricité",NA
"2226E3093895A","2022-12-19","E","appartement",NA,88,"Très lourde","194 Promenade de la Digue 26110 Nyons","26110","26220","84","26",869536.41,6363896.77,306.3,"moyenne",24438.6,277,"Gaz naturel",1954.5,"Gaz naturel",NA
"2226E3003173S","2022-12-11","D","appartement",NA,69,"Très lourde","6 Rue Jean Mermoz 26000 Valence","26000","26362","84","26",850172.38,6428393.69,16974.4,"insuffisante",13674.4,198,"Réseau de Chauffage urbain",1151.4,"Réseau de Chauffage urbain",NA
"2226E2953767M","2022-12-04","C","maison",NA,69.6,"Moyenne","1 Rue Daniel Defoe 26000 Valence","26000","26362","84","26",850293.53,6426426.82,167.5,"bonne",10518.9,151,"Gaz naturel",1019,"Gaz naturel",NA
"2226E3027966H","2022-12-12","E","appartement",NA,49,"Moyenne","6 Rue du Medecin General Simond 26000 Valence","26000","26362","84","26",848416.18,6425495.9,9497.2,"insuffisante",12263.5,250,"Gaz naturel",1066.5,"Gaz naturel",NA
"2226E2993053M","2022-12-10","E","maison",NA,60.6,"Légère","21 Rue de la tour 26400 Allex","26400","26006","84","26",851817.59,6409077.37,144.7,"bonne",16975.9,279,"Électricité",1255.4,"Électricité",NA
"2226E3104892Z","2022-12-19","C","maison",NA,185.7,"Légère","255 Route de Saint Sorlin 26210 Manthes","26210","26172","84","26",856899.7,6468931.79,331.6,"bonne",33104.9,178,"Bois – Granulés (pellets) ou briquettes",2221.5,"Bois – Granulés (pellets) ou briquettes",NA
"2226E2959392V","2022-12-07","D","maison",NA,86.1,"Légère","140 Impasse des Esclos 26160 Le Poët-Laval","26160","26243","84","26",859115.34,6383338.03,182.7,"très bonne",21127.7,245,"Électricité",1539.4,"Électricité",NA
"2226E3005140J","2022-12-11","D","maison",NA,84.5,"Légère","3 Impasse de la Scierie 26330 Châteauneuf-de-Galaure","26330","26083","84","26",853643.26,6461070.06,199,"bonne",12976.4,153,"Gaz naturel",1202.7,"Gaz naturel",NA
"2226E3022903O","2022-12-12","D","appartement",NA,42.6,"Lourde","11 Rue Barthélémy Roux 26000 Valence","26000","26362","84","26",848932.57,6427664.11,152.9,"insuffisante",9969.1,233,"Gaz naturel",1014.6,"Gaz naturel",NA
"2226E3112581S","2022-12-20","G","maison",NA,110,"Légère","15 Cite Bonlieu 26780 Châteauneuf-du-Rhône","26780","26085","84","26",836272,6379143.53,596.2,"insuffisante",56641,514,"Électricité",3993.5,"Électricité",NA
"2226E2919021C","2022-12-04","C","appartement",NA,86,"Très lourde","1 Rue d'Aldridge 26200 Montélimar","26200","26198","84","26",838351.4,6384698.77,4422.6,"insuffisante",13333,155,"Gaz naturel",986.4,"Gaz naturel",NA
"2226E2921898T","2022-12-04","F","appartement",NA,54.9,"Lourde","5 Rue des Benedictins 26240 Saint-Vallier","26240","26333","84","26",842570.31,6454956.95,279.5,"insuffisante",20434.8,372,"Gaz naturel",1605.4,"Gaz naturel",NA
"2226E3030968T","2022-12-11","C","maison",NA,99.5,"Moyenne","48 Rue de l’Aspergeraie 26130 Saint-Paul-Trois-Châteaux","26130","26324","84","26",840047.28,6361456.18,126.5,"très bonne",8929.8,89.7,"Gaz naturel",937,"Gaz naturel",NA
"2226E3158607Y","2022-12-21","C","appartement",NA,94,"Légère","9 Rue de la Glacière 26200 Montélimar","26200","26198","84","26",838307.48,6385598.45,147.9,"insuffisante",9779.2,104,"Gaz naturel",992,"Gaz naturel",NA
"2226E2918965Y","2022-12-04","C","appartement",NA,86,"Très lourde","1 Rue d'Aldridge 26200 Montélimar","26200","26198","84","26",838351.4,6384698.77,4422.6,"insuffisante",13333,155,"Gaz naturel",986.4,"Gaz naturel",NA
"2226E2934874V","2022-12-05","D","appartement",NA,61,"Moyenne","9 Rue Jules Michelet 26200 Montélimar","26200","26198","84","26",837197.76,6385811.51,160.8,"insuffisante",11424.4,187.2,"Gaz naturel",1067,"Gaz naturel",NA
"2226E3003207A","2022-12-11","D","appartement",NA,43,"Très lourde","6 Rue Jean Mermoz 26000 Valence","26000","26362","84","26",850172.38,6428393.69,16974.4,"insuffisante",8734,203,"Réseau de Chauffage urbain",747.2,"Réseau de Chauffage urbain",NA
"2226E2935181Q","2022-12-05","C","appartement",NA,66,"Lourde","2bis Rue Jules Michelet 26200 Montélimar","26200","26198","84","26",837235.4,6385765,120.7,"moyenne",8773.8,132.9,"Gaz naturel",896,"Gaz naturel",NA
"2226E2994662J","2022-12-10","G","appartement",NA,32.5,"Moyenne","27 Rue Peyrouse 26200 Montélimar","26200","26198","84","26",839082.38,6385705.7,125,"moyenne",14415,443,"Électricité",1080.2,"Électricité",NA
"2226E3169820F","2022-12-27","E","appartement",NA,71,"Très lourde","1 Rue Porte Neuve 26200 Montélimar","26200","26198","84","26",838840.69,6385807.12,168.6,"insuffisante",17204,242.3,"Gaz naturel",1361,"Gaz naturel",NA
"2226E2936770T","2022-12-05","E","appartement",NA,24,"Moyenne","6 Rue du Medecin General Simond 26000 Valence","26000","26362","84","26",848416.18,6425495.9,9497.2,"insuffisante",6617.4,275,"Gaz naturel",680,"Gaz naturel",NA
"2226E3027913G","2022-12-12","E","appartement",NA,49,"Moyenne","6 Rue du Medecin General Simond 26000 Valence","26000","26362","84","26",848416.18,6425495.9,9497.2,"insuffisante",12263.5,250,"Gaz naturel",1066.5,"Gaz naturel",NA
"2226E3169739C","2022-12-27","E","appartement",NA,71,"Très lourde","1 Rue Porte Neuve 26200 Montélimar","26200","26198","84","26",838840.69,6385807.12,168.6,"insuffisante",17204,242.3,"Gaz naturel",1361,"Gaz naturel",NA
"2226E2969676J","2022-12-07","B","maison",NA,143.3,"Légère","12g Rue Odette Malossanne 26100 Romans-sur-Isère","26100","26281","84","26",864567.22,6440303.52,163.8,"très bonne",7521.1,52,"Gaz naturel",824.3,"Gaz naturel",NA
"2226E3135783C","2022-12-18","D","appartement",NA,57.2,"Lourde","8 Rue Praneuf 26100 Romans-sur-Isère","26100","26281","84","26",861100.16,6440759.53,90.4,"bonne",11687.7,204.4,"Électricité",894,"Électricité",NA
"2226E3070706D","2022-12-15","C","appartement",NA,21.1,"Lourde","9 Avenue de Romans 26000 Valence","26000","26362","84","26",849760.89,6427729.74,16.4,"très bonne",4085,193,"Électricité",307.7,"Électricité",NA
"2226E2903146N","2022-12-01","D","maison",NA,112.6,"Lourde","570 Impasse des Chênes 26300 Bésayes","26300","26049","84","26",865539.39,6431696.55,332.9,"insuffisante",26616.9,236,"Bois – Bûches",926.5,"Bois – Bûches",NA
"2226E2981128V","2022-12-08","C","maison",NA,118.1,"Moyenne","6 Rue Marcel Pagnol 26120 Montélier","26120","26197","84","26",856374.05,6429571.92,258.6,"insuffisante",19048.9,161,"Gaz naturel",1457.3,"Gaz naturel",NA
"2226E3009967A","2022-12-11","E","appartement",NA,54.5,"Moyenne","58 Rue Paul Bert 26000 Valence","26000","26362","84","26",849322.81,6426657.34,187,"moyenne",14933.1,273,"Gaz naturel",1284.3,"Gaz naturel",NA
"2226E3137191G","2022-12-22","F","appartement",NA,92.7,"Moyenne","26 Avenue Victor Hugo 26000 Valence","26000","26362","84","26",849151.96,6427347.84,622.5,"insuffisante",38563.7,416,"Gaz naturel",2826.7,"Gaz naturel",NA
"2226E2988895O","2022-12-08","D","maison",NA,114.2,"Légère","37 Chemin de Verte Colline 26230 Chamaret","26230","26070","84","26",848994.36,6368042.03,307,"bonne",24001.2,210,"Bois – Bûches",1441.6,"Bois – Bûches",NA
"2226E3003198R","2022-12-11","D","appartement",NA,57,"Très lourde","6 Rue Jean Mermoz 26000 Valence","26000","26362","84","26",850172.38,6428393.69,16974.4,"insuffisante",11405.7,200,"Réseau de Chauffage urbain",966.6,"Réseau de Chauffage urbain",NA
"2226E3003240H","2022-12-11","D","appartement",NA,73,"Très lourde","6 Rue Jean Mermoz 26000 Valence","26000","26362","84","26",850172.38,6428393.69,16974.4,"insuffisante",14430.9,197,"Réseau de Chauffage urbain",1213,"Réseau de Chauffage urbain",NA
"2226E3163175Q","2022-12-26","D","maison",NA,104,"Moyenne","16 Rue Yvonne Grouiller 26200 Montélimar","26200","26198","84","26",837051.61,6385436.43,278.5,"insuffisante",15875.9,152.6,"Gaz naturel",1404,"Gaz naturel",NA
"2226E2936650D","2022-12-05","C","appartement",NA,47.3,"Moyenne","88 Avenue Victor Hugo 26000 Valence","26000","26362","84","26",849040.01,6427055.96,873,"très bonne",3937.2,83,"Gaz naturel",427.7,"Gaz naturel",NA
"2226E2912025A","2022-12-02","C","maison",NA,107.1,"Moyenne","595 Chemin de Font-côtes 26600 Chanos-Curson","26600","26071","84","26",851170.6,6442422.81,280,"bonne",16643.7,155,"Électricité",1065.8,"Bois – Bûches",NA
"2226E2955541S","2022-12-06","C","appartement",NA,57,"Moyenne","6 Avenue de l'Yser 26000 Valence","26000","26362","84","26",850392.08,6428210.01,2954.9,"insuffisante",6860.5,120,"Gaz naturel",714,"Gaz naturel",NA
"2226E3041987O","2022-12-13","E","appartement",NA,24,"Moyenne","4 Rue du Docteur Calvet 26000 Valence","26000","26362","84","26",848314.01,6425569.35,95.9,"insuffisante",7469.1,311,"Gaz naturel",745,"Gaz naturel",NA
"2226E3109395E","2022-12-20","D","appartement",NA,59.7,"Lourde","40 Rue des Frères Montgolfier 26000 Valence","26000","26362","84","26",850142.96,6426359.75,156.2,"insuffisante",10199.6,170,"Gaz naturel",657.9,"Gaz naturel",NA
"2226E3115660D","2022-12-20","E","appartement",NA,62.9,"Légère","4 Rue de la Franchise 26240 Saint-Vallier","26240","26333","84","26",842613.96,6455019.94,136.5,"bonne",16301.3,259,"Électricité",1254.9,"Électricité",NA
"2226E3022258T","2022-12-12","C","maison",NA,175.3,"Moyenne","358 Avenue des Côtes du Rhône 26790 Suze-la-Rousse","26790","26345","84","26",846922.12,6356129.81,415.5,"moyenne",31033.7,177,"Électricité",2126.6,"Électricité",NA
"2226E3100591O","2022-12-19","E","appartement",NA,28.4,"Moyenne","67 Rue Pont du Gat 26000 Valence","26000","26362","84","26",849758.3,6427108.75,135.8,"insuffisante",9766.2,344,"Gaz naturel",1004.4,"Gaz naturel",NA
